RL,Jugador,País,Posc,Posc 2,Equipo,Edad,Rango Etario,Minutos,PenEjec,Goles/90,Ast/90,G+a/90,ACT.ACT,ACT.SCA90,PassLive,PassDead,HASTA,TiroalTiro,FaltRecib,ACG.ACG,ACG.GCA90,Toques,3. Ataq,Ataq.Pen,Ataq.Pen.PORC,3.Ataq.PORC,Tomas.Balónvivo,Att,Exitosa.PORC,Dist. tot.,Dist. Prg,Rec,PrgR,TiPas.Balónvivo,PL,Camb,PA,Bloqueos,Goles,Disp,PORC de TT,TalArc/90,G/T,DistDisp,Cmp,Total.Intent,Total.Cmp.PORC,Cortos.Cmp,Cortos.Intent,Cortos.Cmp.PORC,Derribos.Tkl,Derribos.TklG,Desafio.Tkl,Desafio.Tkl.PORC,Bloqueos.1,Tkl+Int,Penal concedido,Recup.,Aer.Ganados,Aer.Ganados.PORC
386,MATHEUS NUNES,POR,CC,CC,Manchester City,24,Promesa,661,0,0,0.27,0.27,20,2.72,16,0,0,1,3,3,0.41,529,243,36,0.07,0.46,529,23,39.1,2001,964,438,58,429,1,1,0,12,0,9,44.4,0.54,0,17.9,373,443,84.2,233,255,91.4,10,4,5,31.3,7,11,0,30,5,38.5
387,DARWIN NÚÑEZ,URU,DL,DL,Liverpool,24,Promesa,2047,0,0.48,0.35,0.84,79,3.47,60,0,5,12,2,14,0.62,777,526,192,0.25,0.68,776,44,34.1,2694,1279,575,206,472,6,1,4,18,11,107,43,2.02,0.1,15,341,493,69.2,196,251,78.1,22,12,11,47.8,18,25,0,56,34,38.2
389,CHRISTIAN NØRGAARD,DEN,CC,CC,Brentford,29,Maduro,2505,0,0.07,0.04,0.11,63,2.26,48,8,0,3,2,3,0.11,1846,388,57,0.03,0.21,1846,11,54.5,3367,1633,1089,42,1422,8,8,6,16,2,35,20,0.25,0.06,14.4,1199,1501,79.9,639,725,88.1,81,50,32,36.8,48,135,0,216,40,46.5
391,DARA O'SHEA,IRL,DF,DF,Burnley,24,Promesa,2892,0,0.09,0.12,0.22,32,1,27,0,0,3,1,6,0.19,2094,142,49,0.02,0.07,2094,2,50,5725,3525,1306,10,1705,3,10,7,19,3,19,26.3,0.16,0.16,10.6,1393,1759,79.2,459,551,83.3,39,20,11,42.3,41,74,0,140,127,65.5
393,WILSON ODOBERT,FRA,CC,DL,Burnley,18,Filial,2098,0,0.13,0.09,0.21,76,3.26,55,0,10,8,3,4,0.17,844,416,98,0.12,0.49,844,110,48.2,4562,2919,600,123,567,3,2,2,33,3,49,28.6,0.6,0.06,19.4,446,584,76.4,285,330,86.4,17,13,6,27.3,26,23,0,94,8,34.8
394,ODELUGA OFFIAH,ENG,DF,DF,Brighton,20,Promesa,128,0,0,0,0,4,2.81,3,1,0,0,0,0,0,87,31,2,0.02,0.36,87,6,66.7,418,268,64,9,70,0,0,1,5,0,0,0,0,0,0,63,80,78.8,39,41,95.1,1,0,1,100,0,2,0,4,1,50
395,CHIEDOZIE OGBENE,IRL,CC,DF,Luton Town,26,Maduro,1995,0,0.18,0.05,0.23,79,3.56,51,2,12,5,9,9,0.41,1066,512,88,0.08,0.48,1066,121,50.4,6070,3710,660,150,697,0,2,2,47,4,35,40,0.63,0.11,15.3,589,790,74.6,365,409,89.2,17,10,12,54.5,14,24,0,125,28,54.9
396,ANGELO OGBONNA,ITA,DF,DF,West Ham United,35,Veterano,635,0,0,0,0,0,0,0,0,0,0,0,0,0,272,6,4,0.02,0.02,272,1,100,728,263,152,0,194,0,2,0,2,0,1,0,0,0,12.5,171,214,79.9,60,67,89.6,11,5,6,85.7,13,14,0,10,12,63.2
398,MICHAEL OLISE,FRA,DL,CC,Crystal Palace,21,Promesa,1275,1,0.71,0.42,1.13,82,5.79,44,15,11,5,7,14,0.99,959,483,80,0.08,0.5,958,83,48.2,3979,2210,692,134,605,7,4,5,23,10,56,35.7,1.41,0.16,18.5,540,721,74.9,300,339,88.5,19,10,8,33.3,21,30,0,68,7,31.8
400,ANDREW OMOBAMIDELE,IRL,DF,DF,Nottingham Forest,21,Promesa,783,0,0,0,0,6,0.69,5,0,0,1,0,1,0.11,399,14,5,0.01,0.04,399,0,0,1082,429,246,0,304,0,0,0,1,0,1,0,0,0,5.1,271,310,87.4,78,91,85.7,10,3,5,62.5,12,23,0,21,7,41.2
401,AMADOU ONANA,BEL,CC,CC,Everton,21,Promesa,2091,0,0.09,0,0.09,56,2.41,47,0,1,3,4,1,0.04,1291,297,29,0.02,0.23,1291,27,44.4,2985,1376,839,39,1017,6,14,9,10,2,29,20.7,0.26,0.07,19.3,871,1036,84.1,444,499,89,71,38,21,50,25,92,1,160,52,74.3
405,FRED ONYEDINMA,ENG,DF,CC,Luton Town,26,Maduro,407,0,0,0,0,5,1.11,4,1,0,0,0,0,0,198,76,16,0.08,0.38,198,11,18.2,514,219,90,21,97,0,0,0,7,0,5,40,0.44,0,12.9,91,135,67.4,45,58,77.6,10,6,5,41.7,3,11,1,10,8,57.1
406,FRANK ONYEKA,NGA,CC,CC,Brentford,25,Maduro,1161,0,0.08,0.16,0.23,32,2.48,22,0,2,3,4,1,0.08,585,177,28,0.05,0.3,585,29,37.9,1624,593,336,39,389,2,0,1,13,1,22,40.9,0.7,0.05,17.4,299,396,75.5,159,181,87.8,37,24,16,55.2,15,60,0,73,10,30.3
407,DIVOCK ORIGI,BEL,DL,DL,Nottingham Forest,28,Maduro,606,0,0,0.15,0.15,16,2.38,11,1,2,1,1,2,0.3,225,105,26,0.12,0.47,225,24,37.5,914,409,172,41,143,3,0,0,10,0,14,14.3,0.3,0,19.7,92,144,63.9,59,82,72,6,4,0,0,6,8,0,16,11,39.3
409,BEN OSBORN,ENG,DF,CC,Sheffield United,28,Maduro,1367,0,0,0.13,0.13,24,1.58,22,1,0,0,1,3,0.2,735,216,9,0.01,0.29,735,14,50,1640,751,419,44,526,1,1,5,15,0,4,0,0,0,23.5,448,608,73.7,253,281,90,22,9,8,47.1,18,30,0,80,6,21.4
410,GABRIEL OSHO,NGA,DF,DF,Luton Town,24,Promesa,1846,0,0.1,0,0.1,8,0.39,7,0,1,0,0,3,0.15,968,60,20,0.02,0.06,968,12,58.3,2186,1100,482,4,697,0,1,1,3,2,10,20,0.1,0.2,14.8,580,706,82.2,195,222,87.8,41,22,16,59.3,37,72,0,103,36,50
411,WILLIAM OSULA,DEN,DL,DL,Sheffield United,19,Promesa,786,0,0,0,0,12,1.37,3,0,1,5,3,1,0.11,200,104,28,0.14,0.52,200,17,17.6,606,224,140,41,90,0,0,1,1,0,21,38.1,0.92,0,14.4,49,93,52.7,33,56,58.9,2,2,1,50,3,4,0,12,24,25.5
412,DANGO OUATTARA,BFA,DL,DF,Bournemouth,21,Promesa,1229,0,0.07,0.15,0.22,45,3.3,34,1,4,2,1,3,0.22,783,317,69,0.09,0.41,783,47,44.7,2597,1409,405,90,473,2,1,1,23,1,30,23.3,0.51,0.03,15.2,371,558,66.5,190,255,74.5,45,27,19,55.9,18,67,0,69,35,52.2
413,DAVID OZOH,ENG,CC,DF,Crystal Palace,18,Filial,156,0,0,0,0,0,0,0,0,0,0,0,0,0,73,11,0,0,0.15,73,3,33.3,161,39,42,3,51,0,0,0,1,0,0,0,0,0,0,48,51,94.1,21,22,95.5,10,6,5,83.3,2,10,0,8,3,37.5
414,JOÃO PALHINHA,POR,CC,CC,Fulham,28,Maduro,2699,0,0.13,0.03,0.17,33,1.1,23,2,0,4,2,2,0.07,1760,243,41,0.02,0.14,1760,22,50,2836,1054,1015,14,1272,6,20,6,29,4,45,31.1,0.47,0.09,17.9,1098,1333,82.4,522,586,89.1,152,75,103,67.8,57,198,1,195,40,56.3
415,COLE PALMER,ENG,DL,CC,Chelsea,21,Promesa,2607,9,0.76,0.38,1.14,162,5.59,116,12,14,10,5,26,0.9,1754,852,126,0.07,0.49,1745,104,50,7236,3492,1362,195,1294,27,14,10,37,22,100,37,1.28,0.13,22.1,1121,1415,79.2,574,636,90.3,23,12,8,42.1,20,43,0,105,1,20
417,EMERSON PALMIERI,ITA,DF,DF,West Ham United,28,Maduro,3137,0,0.03,0.06,0.09,74,2.12,49,6,3,4,8,12,0.34,2168,521,39,0.02,0.24,2168,64,37.5,5492,2790,1242,124,1459,2,5,6,57,1,19,21.1,0.11,0.05,17.3,1421,1745,81.4,893,983,90.8,106,68,57,63.3,47,149,1,142,25,52.1
418,LUCAS PAQUETÁ,BRA,DL,CC,West Ham United,25,Maduro,2622,2,0.14,0.21,0.34,95,3.26,77,1,7,2,6,16,0.55,1845,533,63,0.03,0.29,1843,77,53.2,4489,1771,1350,116,1397,30,17,8,53,4,40,20,0.27,0.05,17.8,1082,1465,73.9,598,714,83.8,71,48,25,48.1,28,92,0,194,59,50
420,THOMAS PARTEY,GHA,CC,DF,Arsenal,30,Maduro,788,0,0,0,0,25,2.86,24,0,0,0,1,4,0.46,707,154,6,0.01,0.22,707,13,69.2,2227,1129,528,10,609,3,3,3,3,0,8,25,0.23,0,20.7,570,636,89.6,298,321,92.8,14,11,5,50,9,25,0,56,7,46.7
421,NATHAN PATTERSON,SCO,DF,DF,Everton,21,Promesa,1005,0,0,0.18,0.18,20,1.79,14,3,0,1,0,2,0.18,677,209,9,0.01,0.31,677,18,38.9,1263,642,338,39,439,1,1,1,13,0,4,0,0,0,20.9,393,550,71.5,219,252,86.9,34,24,14,37.8,14,43,0,60,7,41.2
424,FACUNDO PELLISTRI,URU,DL,CC,Manchester United,21,Promesa,172,0,0,0.52,0.52,3,1.57,2,0,0,0,1,1,0.52,117,58,13,0.11,0.5,117,11,45.5,482,185,79,31,78,0,0,1,5,0,4,50,1.05,0,11.5,60,79,75.9,47,53,88.7,5,3,1,33.3,7,6,0,11,6,60
425,ANDREAS PEREIRA,BRA,CC,CC,Fulham,27,Maduro,2613,0,0.1,0.24,0.34,137,4.72,80,48,3,3,3,15,0.52,1516,703,64,0.04,0.46,1516,41,46.3,4460,2016,1013,125,1035,14,11,5,44,3,52,30.8,0.55,0.06,21.9,912,1295,70.4,436,500,87.2,25,12,11,26.8,16,29,0,99,13,26.5
426,IVAN PERIŠIĆ,CRO,DL,DL,Tottenham Hotspur,34,Veterano,103,0,0,0.87,0.87,8,6.99,6,1,1,0,0,2,1.75,93,49,10,0.11,0.53,93,7,57.1,398,277,74,17,72,0,1,0,1,0,2,0,0,0,13,53,76,69.7,31,39,79.5,3,2,3,60,1,5,0,3,5,100
428,KALVIN PHILLIPS,ENG,CC,CC,West Ham United,27,Maduro,309,0,0,0,0,5,1.46,5,0,0,0,0,0,0,215,21,1,0.01,0.1,215,5,20,585,240,136,4,170,1,1,2,2,0,3,66.7,0.58,0,25.8,141,179,78.8,62,74,83.8,11,6,5,55.6,4,15,1,23,7,87.5
429,KALVIN PHILLIPS,ENG,CC,CC,Manchester City,27,Maduro,93,0,0,0,0,1,0.98,0,0,0,1,0,0,0,87,23,1,0.01,0.26,87,3,33.3,402,221,57,3,67,0,0,0,1,0,2,0,0,0,21.7,62,70,88.6,31,32,96.9,3,3,0,0,0,5,0,8,0,0
432,ETHAN PINNOCK,JAM,DF,DF,Brentford,30,Maduro,2521,0,0.07,0,0.07,24,0.86,16,1,0,6,0,1,0.04,1768,113,43,0.02,0.06,1768,10,60,5095,3160,1025,16,1374,0,8,3,13,2,19,21.1,0.14,0.11,9.8,1192,1432,83.2,399,466,85.6,35,23,9,45,40,78,0,131,113,68.9
434,PEDRO PORRO,ESP,DF,DF,Tottenham Hotspur,23,Promesa,3089,0,0.09,0.2,0.29,107,3.12,66,28,4,5,4,12,0.35,2786,929,69,0.03,0.33,2786,57,45.6,5484,2925,1670,158,1907,14,11,11,68,3,53,22.6,0.35,0.06,21,1806,2369,76.2,1057,1171,90.3,91,63,62,51.7,63,125,1,199,15,51.7
435,JARELL QUANSAH,ENG,DF,DF,Liverpool,20,Promesa,1190,0,0.15,0,0.15,13,0.98,13,0,0,0,0,1,0.08,1284,46,8,0.01,0.04,1284,7,57.1,4943,2497,952,1,1147,1,5,3,2,2,6,66.7,0.3,0.33,10.6,1038,1172,88.6,368,392,93.9,25,22,14,70,16,42,1,72,45,67.2
437,JESURUN RAK SAKYI,ENG,CC,DL,Crystal Palace,20,Promesa,136,0,0,0,0,6,3.97,4,0,2,0,0,0,0,77,48,13,0.17,0.62,77,10,40,252,145,54,18,50,0,0,0,2,0,5,20,0.66,0,15.5,37,50,74,24,28,85.7,4,1,2,66.7,2,7,0,6,2,66.7
439,AARON RAMSEY,ENG,CC,DL,Burnley,20,Promesa,527,0,0,0,0,5,0.85,5,0,0,0,0,0,0,228,65,9,0.04,0.29,228,10,30,514,168,142,17,141,1,0,1,9,0,6,33.3,0.34,0,16.5,118,151,78.1,71,84,84.5,17,14,8,50,11,18,1,24,4,44.4
440,JACOB RAMSEY,ENG,DL,CC,Aston Villa,22,Promesa,853,0,0.11,0.11,0.21,29,3.06,23,2,1,2,0,3,0.32,433,195,47,0.11,0.45,433,20,40,1777,836,314,69,310,3,0,0,9,1,19,21.1,0.42,0.05,15.9,257,322,79.8,143,173,82.7,16,8,5,33.3,15,19,0,42,5,62.5
441,MARCUS RASHFORD,ENG,DL,DL,Manchester United,25,Maduro,2271,2,0.28,0.08,0.36,87,3.45,57,1,16,7,6,12,0.48,1024,570,130,0.13,0.56,1022,109,44,4980,2388,798,184,708,6,4,8,18,7,60,31.7,0.75,0.08,16.8,559,742,75.3,351,418,84,19,12,9,34.6,15,23,0,81,15,36.6
443,TIM REAM,USA,DF,DF,Fulham,35,Veterano,1503,0,0.06,0,0.06,10,0.6,9,1,0,0,0,1,0.06,1206,30,7,0.01,0.03,1206,7,85.7,4157,2723,811,3,1010,0,8,1,9,1,1,100,0.06,1,1.3,944,1060,89.1,308,333,92.5,20,9,9,50,23,45,2,79,25,56.8
444,NATHAN REDMOND,ENG,DL,CC,Burnley,29,Maduro,142,0,0,0,0,8,5.07,6,0,1,0,1,1,0.63,88,50,9,0.1,0.57,88,6,66.7,435,291,67,22,71,0,1,2,1,0,0,0,0,0,0,48,73,65.8,30,36,83.3,2,1,1,25,1,2,0,6,1,50
445,HARRISON REED,ENG,CC,CC,Fulham,28,Maduro,1325,0,0,0.14,0.14,29,1.97,25,3,0,0,1,5,0.34,883,182,10,0.01,0.21,883,10,50,1715,590,603,40,702,2,0,0,24,0,9,22.2,0.14,0,23.6,627,748,83.8,306,341,89.7,29,18,13,41.9,19,40,0,72,9,40.9
446,SERGIO REGUILÓN,ESP,DF,DF,Manchester United,26,Maduro,412,0,0,0,0,15,3.28,13,1,0,1,0,1,0.22,378,155,9,0.02,0.41,378,11,27.3,847,441,217,38,252,0,1,2,7,0,4,0,0,0,18.1,244,314,77.7,137,157,87.3,13,8,8,47.1,10,18,0,21,5,35.7
447,SERGIO REGUILÓN,ESP,DF,DF,Brentford,26,Maduro,1118,0,0,0.32,0.32,35,2.82,20,11,1,2,1,6,0.48,708,228,22,0.03,0.32,708,26,50,1988,1160,332,40,428,1,1,3,19,0,13,7.7,0.08,0,18.2,351,522,67.2,161,194,83,45,20,24,60,23,61,1,75,14,41.2
448,BOBBY REID,JAM,DL,DL,Fulham,30,Maduro,1423,0,0.38,0.13,0.51,35,2.17,29,0,1,3,0,4,0.25,671,277,55,0.08,0.41,671,25,32,1875,900,475,95,474,2,1,1,16,6,33,24.2,0.51,0.18,15.7,364,487,74.7,211,240,87.9,22,14,4,25,24,27,0,60,13,35.1
449,GIO REYNA,USA,DL,CC,Nottingham Forest,20,Promesa,235,0,0,0.38,0.38,12,4.6,9,1,1,0,0,2,0.77,173,84,12,0.07,0.49,173,7,42.9,327,101,121,14,129,0,0,2,3,0,5,40,0.77,0,21.3,118,140,84.3,69,74,93.2,7,3,3,50,3,9,0,14,7,43.8
451,DECLAN RICE,ENG,CC,CC,Arsenal,24,Promesa,3225,0,0.2,0.22,0.42,100,2.79,71,16,3,5,0,12,0.33,2650,696,67,0.03,0.26,2650,46,45.7,10194,5139,1928,64,2181,2,17,7,26,7,58,34.5,0.56,0.12,20.4,2041,2295,88.9,958,1031,92.9,83,51,32,56.1,37,127,2,178,39,47.6
452,CHRIS RICHARDS,USA,DF,CC,Crystal Palace,23,Promesa,2094,0,0.04,0.04,0.09,16,0.69,11,0,0,2,0,3,0.13,1195,77,21,0.02,0.06,1195,1,100,2313,890,678,1,902,1,5,3,15,1,11,27.3,0.13,0.09,10,778,942,82.6,362,413,87.7,46,28,20,66.7,32,73,1,88,61,58.1
453,RICHARLISON,BRA,DL,DL,Tottenham Hotspur,26,Maduro,1491,0,0.66,0.24,0.91,34,2.05,23,0,3,5,2,5,0.3,652,322,121,0.19,0.49,652,37,27,1656,712,459,106,360,2,3,3,25,11,62,40.3,1.51,0.18,12.9,267,392,68.1,153,193,79.3,16,11,2,20,32,24,0,42,25,30.5
454,JAÏRO RIEDEWALD,NED,CC,DL,Crystal Palace,26,Maduro,235,0,0,0,0,1,0.38,1,0,0,0,0,0,0,138,37,6,0.04,0.27,138,3,33.3,243,79,84,3,104,0,0,2,3,0,1,0,0,0,14.5,87,113,77,37,42,88.1,9,3,3,50,0,11,0,14,3,75
455,MATT RITCHIE,SCO,DL,CC,Newcastle United,33,Veterano,128,0,0.7,0,0.7,3,2.11,3,0,0,0,0,1,0.7,125,57,9,0.07,0.46,125,2,0,293,160,85,13,91,0,0,0,3,1,6,66.7,2.81,0.17,12,70,93,75.3,45,53,84.9,5,3,2,50,3,6,0,5,0,0
456,CONNOR ROBERTS,WAL,DF,DF,Burnley,27,Maduro,823,0,0,0.11,0.11,18,1.97,13,5,0,0,0,3,0.33,557,120,6,0.01,0.22,557,2,0,1163,620,358,13,406,0,2,2,9,0,0,0,0,0,0,395,495,79.8,162,182,89,12,5,8,47.1,8,16,0,40,6,46.2
457,ANDREW ROBERTSON,SCO,DF,DF,Liverpool,29,Maduro,1693,0,0.16,0.11,0.27,97,5.16,62,33,1,0,1,5,0.27,1713,548,55,0.03,0.32,1713,17,29.4,4623,2638,1160,130,1297,0,7,10,29,3,12,50,0.32,0.25,12.5,1248,1547,80.7,609,654,93.1,35,24,26,60.5,20,48,0,104,14,53.8
458,ANTONEE ROBINSON,USA,DF,DF,Fulham,25,Maduro,3265,0,0,0.17,0.17,69,1.9,63,2,2,0,1,7,0.19,2536,660,63,0.03,0.26,2536,81,45.7,7547,4004,1376,194,1736,1,11,4,68,0,16,43.8,0.19,0,22.9,1514,2054,73.7,664,796,83.4,93,58,52,47.3,56,173,0,227,42,60.9
459,JACK ROBINSON,ENG,DF,DF,Sheffield United,29,Maduro,2885,0,0.03,0.03,0.06,23,0.72,12,7,0,3,0,1,0.03,1567,177,31,0.02,0.11,1567,11,45.5,2943,1429,785,14,1044,1,7,5,21,1,14,35.7,0.16,0.07,12.7,894,1254,71.3,318,364,87.4,43,28,25,64.1,49,76,0,135,69,60.5
460,RODRI,ESP,CC,CC,Manchester City,27,Maduro,2931,0,0.25,0.28,0.52,157,4.82,130,2,8,5,6,23,0.71,3988,1013,80,0.02,0.25,3988,64,65.6,11575,6408,3242,55,3572,15,36,5,22,8,62,35.5,0.68,0.13,20.6,3365,3656,92,1676,1774,94.5,70,43,29,48.3,32,96,0,235,54,71.1
461,JAY RODRIGUEZ,ENG,DL,DL,Burnley,34,Veterano,822,1,0.22,0.11,0.33,13,1.42,7,0,2,4,0,1,0.11,314,101,24,0.08,0.32,313,9,66.7,441,137,225,28,216,1,4,0,4,2,21,33.3,0.77,0.05,12.9,142,216,65.7,89,119,74.8,14,9,7,53.8,11,15,0,25,21,35.6
462,MADS ROERSLEV,DEN,DF,DF,Brentford,24,Promesa,1985,0,0.05,0.09,0.14,33,1.5,29,0,3,0,0,3,0.14,966,268,23,0.02,0.28,966,28,39.3,1985,864,520,90,664,1,3,4,29,1,7,14.3,0.05,0.14,14.3,496,742,66.8,238,301,79.1,48,31,27,50,15,67,0,82,14,34.1
463,MORGAN ROGERS,ENG,CC,DL,Aston Villa,21,Promesa,638,0,0.42,0.14,0.56,23,3.25,18,0,3,0,2,4,0.57,289,98,23,0.08,0.34,289,33,51.5,1084,563,185,30,182,2,2,3,7,3,11,45.5,0.71,0.27,14.8,147,195,75.4,77,99,77.8,8,1,2,18.2,11,11,0,31,7,46.7
464,CRISTIAN ROMERO,ARG,DF,DF,Tottenham Hotspur,25,Maduro,2790,0,0.16,0,0.16,35,1.13,28,2,0,3,0,2,0.06,2923,198,33,0.01,0.07,2923,8,62.5,9359,6026,2071,8,2456,6,4,3,24,5,24,37.5,0.29,0.21,10.5,2390,2606,91.7,966,1035,93.3,66,40,32,72.7,46,110,2,189,87,69
465,JOE ROTHWELL,ENG,CC,CC,Bournemouth,28,Maduro,386,0,0,0,0,12,2.8,6,3,1,1,1,1,0.23,251,56,1,0,0.22,251,13,53.8,862,437,155,3,194,0,1,2,3,0,2,0,0,0,22.7,179,216,82.9,65,68,95.6,7,2,2,25,4,10,1,32,0,0
466,PELLY RUDDOCK MPANZU,COD,CC,CC,Luton Town,30,Maduro,1101,0,0,0,0,19,1.55,12,1,2,1,2,0,0,481,130,15,0.03,0.27,481,16,56.3,961,378,270,15,338,0,7,2,13,0,11,9.1,0.08,0,19.7,268,364,73.6,123,141,87.2,13,5,5,55.6,15,22,0,54,12,38.7
469,BUKAYO SAKA,ENG,DL,DL,Arsenal,21,Promesa,2919,6,0.49,0.28,0.77,188,5.8,137,26,10,9,4,21,0.65,1952,1310,271,0.14,0.67,1946,122,40.2,7180,3728,1393,508,1365,4,3,9,50,16,102,30.4,0.96,0.1,16.3,1143,1512,75.6,705,793,88.9,66,35,26,44.1,43,81,0,155,23,39
470,MOHAMED SALAH,EGY,DL,DL,Liverpool,31,Veterano,2534,5,0.64,0.36,0.99,139,4.94,103,2,7,21,5,20,0.71,1359,866,241,0.18,0.64,1352,77,35.1,5309,2614,1116,341,968,18,3,14,42,18,107,43.9,1.67,0.12,15.5,737,1010,73,433,510,84.9,17,11,6,28.6,19,19,0,84,6,30
471,WILLIAM SALIBA,FRA,DF,DF,Arsenal,22,Promesa,3420,0,0.05,0.03,0.08,29,0.76,26,0,1,2,0,3,0.08,3093,142,15,0.01,0.05,3093,15,66.7,9002,5201,2297,6,2794,3,2,2,11,2,10,30,0.08,0.2,10.5,2635,2851,92.4,1202,1274,94.3,41,26,20,74.1,32,70,1,213,72,59.5
472,ALBERT SAMBI LOKONGA,BEL,CC,CC,Luton Town,23,Promesa,1303,0,0.07,0.21,0.28,27,1.86,22,0,0,1,3,3,0.21,899,170,11,0.01,0.19,899,22,50,3027,1707,597,13,694,5,11,5,3,1,8,25,0.14,0.13,20.9,669,766,87.3,319,348,91.7,29,18,17,70.8,23,40,0,64,15,62.5
476,IBRAHIM SANGARÉ,CIV,CC,CC,Nottingham Forest,25,Maduro,1035,0,0,0,0,18,1.57,15,0,0,1,1,2,0.17,554,92,12,0.02,0.17,554,12,50,1219,532,327,7,414,3,6,3,16,0,8,0,0,0,17,339,425,79.8,181,207,87.4,42,23,12,41.4,24,58,0,70,8,33.3
478,PABLO SARABIA,ESP,CC,DL,Wolverhampton,31,Veterano,1745,2,0.21,0.36,0.57,87,4.49,49,26,2,4,5,11,0.57,1172,495,55,0.05,0.42,1170,43,39.5,3304,1501,822,137,837,9,7,9,44,4,44,36.4,0.83,0.05,19.1,684,976,70.1,377,439,85.9,20,13,12,33.3,17,30,0,90,7,25
480,KEVIN SCHADE,GER,DL,CC,Brentford,21,Promesa,333,0,0.54,0.27,0.81,12,3.22,8,0,1,1,2,3,0.81,148,73,19,0.13,0.49,148,14,14.3,631,283,98,23,93,1,0,2,4,2,8,50,1.08,0.25,15.8,58,95,61.1,36,49,73.5,3,1,0,0,2,4,0,23,17,54.8
481,FABIAN SCHÄR,SUI,DF,DF,Newcastle United,31,Veterano,3054,0,0.12,0.03,0.15,47,1.39,33,2,2,4,5,12,0.35,2483,140,40,0.02,0.06,2483,22,59.1,7974,4981,1677,20,2044,6,41,8,15,4,35,25.7,0.27,0.11,18.9,1762,2128,82.8,588,647,90.9,42,24,18,45,50,78,0,174,69,49.6
482,JEFFREY SCHLUPP,GHA,DL,CC,Crystal Palace,30,Maduro,1352,0,0.13,0.13,0.27,28,1.86,21,0,2,1,2,3,0.2,536,185,27,0.05,0.35,536,41,41.5,1372,626,338,52,329,0,0,1,10,2,19,57.9,0.73,0.11,19.4,247,334,74,146,182,80.2,38,24,9,50,13,46,0,54,22,56.4
483,ALEX SCOTT,ENG,CC,CC,Bournemouth,19,Promesa,1014,0,0.09,0.09,0.18,44,3.91,32,5,2,2,2,3,0.27,612,217,29,0.05,0.36,612,37,35.1,2166,1129,361,35,429,2,4,2,10,1,15,20,0.27,0.07,22.8,361,474,76.2,186,227,81.9,24,15,12,42.9,14,36,0,63,14,38.9
485,NÉLSON SEMEDO,POR,DF,CC,Wolverhampton,29,Maduro,3084,0,0,0.03,0.03,60,1.75,46,0,3,2,6,3,0.09,2232,528,37,0.02,0.24,2232,90,56.7,7650,4324,1376,150,1571,2,9,5,42,0,17,23.5,0.12,0,19.7,1474,1849,79.7,876,969,90.4,79,48,38,59.4,44,115,2,188,22,44.9
486,ANTOINE SEMENYO,GHA,DL,DL,Bournemouth,23,Promesa,2105,0,0.34,0.09,0.43,72,3.08,50,0,11,9,1,7,0.3,1015,526,124,0.12,0.52,1015,116,43.1,5156,2477,691,188,632,5,3,4,26,8,70,42.9,1.28,0.11,17.8,452,647,69.9,254,324,78.4,24,17,9,33.3,39,30,0,111,52,39.1
487,MARCOS SENESI,ARG,DF,DF,Bournemouth,26,Maduro,2242,0,0.16,0.2,0.36,49,1.97,44,0,0,2,1,8,0.32,1614,129,20,0.01,0.08,1614,20,55,4789,3098,950,4,1244,4,6,6,17,4,13,30.8,0.16,0.31,12.3,1005,1297,77.5,307,340,90.3,55,32,24,42.9,50,90,0,164,37,48.1
488,LUKE SHAW,ENG,DF,DF,Manchester United,28,Maduro,959,0,0,0,0,23,2.16,13,9,1,0,0,0,0,754,148,12,0.02,0.2,754,11,63.6,1854,832,435,30,540,2,3,2,10,0,2,0,0,0,21.2,531,648,81.9,273,306,89.2,11,8,9,60,18,17,0,59,13,56.5
490,BERNARDO SILVA,POR,CC,DL,Manchester City,28,Maduro,2578,0,0.21,0.31,0.52,130,4.54,117,3,6,1,3,13,0.45,2194,1055,146,0.07,0.48,2194,61,62.3,8450,4544,1757,260,1831,2,7,6,37,6,34,44.1,0.52,0.18,15.9,1671,1936,86.3,993,1052,94.4,51,23,25,43.9,32,68,0,102,2,18.2
491,FÁBIO SILVA,POR,DL,DL,Wolverhampton,21,Promesa,264,0,0,0,0,9,3.08,6,0,1,1,1,0,0,118,44,12,0.1,0.37,118,8,25,437,186,69,13,72,1,0,0,0,0,7,42.9,1.02,0,13.8,61,76,80.3,37,43,86,7,4,2,66.7,1,9,1,15,2,28.6
492,THIAGO SILVA,BRA,DF,DF,Chelsea,38,Emblema,2527,0,0.11,0.04,0.14,27,0.96,25,1,0,1,0,4,0.14,2549,79,24,0.01,0.03,2549,4,50,6862,3867,1891,5,2198,0,9,1,6,3,14,28.6,0.14,0.21,9.4,2166,2287,94.7,887,918,96.6,29,15,20,58.8,33,55,0,140,51,66.2
493,LUIS SINISTERRA,COL,DL,CC,Bournemouth,24,Promesa,699,0,0.26,0.26,0.52,42,5.42,27,0,9,4,0,3,0.39,430,242,83,0.19,0.56,430,49,59.2,2098,1195,309,85,292,1,5,0,16,2,27,29.6,1.03,0.07,13.9,226,292,77.4,145,169,85.8,23,12,9,56.3,18,31,0,47,16,44.4
